net,length_um
cpu_awaddr\[23\],594.95µm
gpio2_in[31],590.035µm
gpio2_out[29],589.495µm
gpio2_dir[9],584.215µm
gpio2_in[22],583.735µm
gpio2_in[29],583.655µm
cpu_awaddr\[14\],582.83µm
cpu_awaddr\[4\],580.695µm
gpio2_dir[13],578.355µm
gpio2_dir[2],576.065µm
gpio2_dir[7],570.655µm
cpu_wdata\[3\],567.595µm
gpio2_in[23],564.975µm
cpu_awprot\[0\],564.375µm
gpio2_in[20],564.115µm
cpu_awaddr\[21\],562.175µm
gpio2_dir[8],560.215µm
cpu_awprot\[2\],559.05µm
gpio2_in[24],558.275µm
gpio2_dir[3],557.215µm
gpio2_in[19],556.815µm
gpio2_in[18],556.15µm
gpio2_dir[6],555.655µm
cpu_awaddr\[12\],555.46µm
gpio2_out[2],553.275µm
gpio2_dir[5],553.255µm
gpio2_dir[4],552.895µm
gpio2_dir[10],548.31µm
gpio2_out[11],547.515µm
gpio2_in[28],546.675µm
gpio2_dir[11],545.335µm
gpio2_dir[12],545.215µm
gpio2_in[5],545.03µm
gpio2_out[12],544.875µm
gpio2_out[1],542.595µm
gpio2_in[26],542.135µm
gpio2_in[27],540.015µm
gpio2_dir[15],536.815µm
gpio2_out[5],536.475µm
gpio2_out[0],534.195µm
gpio2_in[8],531.605µm
gpio2_dir[14],531.535µm
gpio2_dir[17],525.005µm
gpio2_out[7],524.82µm
gpio2_in[21],523.32µm
gpio2_in[10],523.105µm
gpio2_dir[16],522.815µm
gpio2_in[25],522.735µm
gpio2_dir[18],521.575µm
gpio2_in[6],519.69µm
gpio2_in[11],519.015µm
gpio2_in[7],518.275µm
gpio2_dir[21],518.255µm
gpio2_in[12],517.5µm
gpio2_dir[19],516.655µm
gpio2_in[14],516.105µm
gpio2_dir[29],515.145µm
gpio2_dir[26],514.71µm
gpio2_dir[28],514.305µm
gpio2_dir[20],512.79µm
gpio2_in[15],512.325µm
gpio2_in[17],511.32µm
gpio2_dir[27],510.66µm
cpu_awaddr\[7\],509.78µm
gpio2_dir[22],509.505µm
gpio2_dir[25],508.775µm
gpio2_in[16],508.445µm
gpio2_dir[23],507.4µm
gpio2_in[13],507.105µm
gpio2_dir[30],506.37µm
gpio2_in[30],505.455µm
gpio2_dir[24],505.425µm
gpio2_dir[31],504.735µm
gpio2_in[9],502.635µm
gpio2_in[3],500.335µm
cpu_awready,499.62µm
gpio2_in[2],495.055µm
gpio2_in[4],494.895µm
cpu_awaddr\[11\],492.255µm
gpio2_in[1],490.97µm
gpio2_in[0],488.175µm
cpu_awvalid,416.99µm
cpu_awaddr\[8\],403.67µm
spi_cs_n,340.48µm
cpu_awaddr\[1\],334.41µm
cpu_awaddr\[0\],325.68µm
cpu_awaddr\[6\],319.36µm
spi_miso,311.36µm
cpu_awaddr\[5\],310.695µm
gpio1_in[23],310.67µm
gpio1_in[31],309.12µm
gpio1_in[30],307.835µm
gpio1_in[25],305.1µm
gpio1_out[15],304.36µm
gpio1_out[30],304.36µm
gpio1_dir[0],303.4µm
gpio1_dir[10],303.4µm
gpio1_dir[11],303.4µm
gpio1_dir[12],303.4µm
gpio1_dir[13],303.4µm
gpio1_dir[14],303.4µm
gpio1_dir[15],303.4µm
gpio1_dir[16],303.4µm
gpio1_dir[17],303.4µm
gpio1_dir[18],303.4µm
gpio1_dir[19],303.4µm
gpio1_dir[1],303.4µm
gpio1_dir[20],303.4µm
gpio1_dir[21],303.4µm
gpio1_dir[22],303.4µm
gpio1_dir[23],303.4µm
gpio1_dir[24],303.4µm
gpio1_dir[25],303.4µm
gpio1_dir[26],303.4µm
gpio1_dir[27],303.4µm
gpio1_dir[28],303.4µm
gpio1_dir[29],303.4µm
gpio1_dir[2],303.4µm
gpio1_dir[30],303.4µm
gpio1_dir[31],303.4µm
gpio1_dir[3],303.4µm
gpio1_dir[4],303.4µm
gpio1_dir[5],303.4µm
gpio1_dir[6],303.4µm
gpio1_dir[7],303.4µm
gpio1_dir[8],303.4µm
gpio1_dir[9],303.4µm
gpio1_out[10],303.4µm
gpio1_out[11],303.4µm
gpio1_out[12],303.4µm
gpio1_out[13],303.4µm
gpio1_out[14],303.4µm
gpio1_out[16],303.4µm
gpio1_out[17],303.4µm
gpio1_out[18],303.4µm
gpio1_out[19],303.4µm
gpio1_out[1],303.4µm
gpio1_out[20],303.4µm
gpio1_out[21],303.4µm
gpio1_out[22],303.4µm
gpio1_out[23],303.4µm
gpio1_out[24],303.4µm
gpio1_out[25],303.4µm
gpio1_out[26],303.4µm
gpio1_out[27],303.4µm
gpio1_out[28],303.4µm
gpio1_out[29],303.4µm
gpio1_out[2],303.4µm
gpio1_out[31],303.4µm
gpio1_out[3],303.4µm
gpio1_out[4],303.4µm
gpio1_out[5],303.4µm
gpio1_out[6],303.4µm
gpio1_out[7],303.4µm
gpio1_out[8],303.4µm
gpio1_out[9],303.4µm
gpio1_in[27],298.71µm
gpio1_in[29],296.2µm
gpio1_in[28],295.24µm
gpio1_in[26],292.36µm
gpio1_in[24],289.815µm
gpio1_in[22],288.775µm
gpio1_out[0],287.52µm
gpio1_in[20],286.915µm
gpio1_in[14],286.12µm
gpio1_in[19],285.055µm
gpio1_in[18],283.615µm
gpio1_in[16],283.015µm
gpio1_in[15],280.36µm
gpio1_in[8],277µm
gpio1_in[7],275.56µm
gpio1_in[3],274.87µm
gpio1_in[6],274.12µm
gpio0_dir[0],273.11µm
gpio1_in[1],272.98µm
gpio1_in[4],272.68µm
gpio1_in[21],271.49µm
gpio1_in[2],269.8µm
gpio1_in[0],268.925µm
gpio1_in[17],268.55µm
spi_sclk,268.25µm
gpio1_in[12],267.58µm
gpio0_out[31],265.43µm
gpio1_in[11],263.705µm
gpio0_out[30],263.63µm
cpu_awaddr\[2\],263.37µm
gpio0_out[29],260.99µm
gpio0_out[28],259.19µm
gpio1_in[13],258.69µm
gpio1_in[9],257.82µm
gpio0_out[27],257.39µm
gpio0_out[26],255.59µm
gpio0_out[25],253.79µm
gpio1_in[10],253.24µm
gpio1_in[5],253.16µm
gpio0_out[24],251.99µm
gpio0_out[23],250.19µm
gpio0_out[9],250.19µm
gpio0_out[22],248.39µm
gpio0_out[8],248.39µm
gpio0_dir[31],248.27µm
gpio0_out[21],246.59µm
gpio0_out[7],246.59µm
gpio0_dir[30],246.47µm
gpio0_out[20],244.79µm
gpio0_out[6],244.79µm
gpio0_out[5],242.99µm
gpio0_dir[28],242.87µm
gpio0_out[19],242.15µm
gpio0_out[4],241.19µm
gpio0_dir[27],241.07µm
gpio0_out[18],240.35µm
gpio0_out[3],239.39µm
gpio0_dir[26],239.27µm
gpio0_out[17],238.55µm
gpio0_out[16],236.75µm
gpio0_dir[24],236.51µm
gpio0_dir[29],236.015µm
gpio0_out[2],235.91µm
gpio0_out[15],234.95µm
gpio0_dir[23],234.71µm
gpio0_out[14],233.15µm
gpio0_dir[22],232.91µm
gpio0_dir[25],231.92µm
gpio0_dir[9],231.35µm
gpio0_out[13],231.35µm
gpio0_dir[20],230.15µm
gpio0_dir[8],229.55µm
gpio0_out[12],229.55µm
gpio0_in[31],227.88µm
gpio0_out[11],227.75µm
gpio0_dir[19],227.51µm
gpio0_dir[6],226.79µm
gpio0_dir[21],226.655µm
gpio0_out[10],225.95µm
gpio0_out[1],225.71µm
gpio0_dir[18],225.24µm
gpio0_dir[5],224.99µm
gpio0_dir[17],224.75µm
gpio0_dir[14],223.55µm
gpio0_in[30],223.44µm
gpio0_dir[4],223.19µm
gpio0_dir[16],222.95µm
gpio0_in[29],221.75µm
gpio0_dir[15],221.15µm
gpio0_dir[2],218.75µm
gpio0_dir[13],218.39µm
gpio0_dir[11],217.31µm
gpio0_dir[12],216.59µm
gpio0_dir[7],216.575µm
gpio0_in[28],216.36µm
gpio0_dir[10],215.51µm
gpio0_out[0],215.51µm
gpio0_in[24],213.35µm
gpio0_dir[3],211.895µm
gpio0_in[27],211.67µm
gpio0_in[26],211.545µm
gpio0_dir[1],211.07µm
gpio0_in[9],209.985µm
gpio0_in[23],206.63µm
gpio0_in[8],205.91µm
gpio0_in[7],204.845µm
gpio0_in[22],203.39µm
gpio0_in[20],202.175µm
gpio0_in[19],200.87µm
gpio0_in[5],200.15µm
spi_mosi,199.955µm
gpio0_in[17],199.895µm
gpio0_in[6],198.95µm
gpio0_in[2],197.4µm
gpio0_in[3],197.04µm
gpio0_in[4],196.92µm
gpio0_in[16],195.005µm
gpio0_in[15],189.735µm
gpio0_in[12],189.59µm
gpio0_in[11],189.53µm
gpio0_in[13],189.225µm
gpio0_in[1],180.23µm
gpio0_in[25],176.615µm
gpio0_in[0],173.04µm
gpio0_in[21],173.03µm
gpio0_in[18],168.215µm
gpio0_in[14],166.055µm
gpio0_in[10],159.95µm
